name,type,z,hostz,specjd,maxjd,phase,fname,flag,instrument,ntype,deljd_r,deljd_g,deljd,id,tag
SN2007J,Ia-02cx,0.017,,2454121.9,2454123.5,-1.60000000009313,../ML_spectra/spectra/SN2007J_20070121_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2007J,Ia-02cx,0.017,,2454145.8,2454123.5,22.2999999998137,../ML_spectra/spectra/SN2007J_20070214_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2007J,Ia-02cx,0.017,,2454177.8,2454123.5,54.2999999998137,../ML_spectra/spectra/SN2007J_20070318_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2007N,Ia Pec,0.012879,,2454123.1,2454123.5,-0.399999999906868,../ML_spectra/spectra/SN2007N_20070122_DEIM.ascii,3,DEIMOS,Ia-pec,,,,,
SN2007N,Ia Pec,0.012879,,2454129.83,2454123.5,6.33000000007451,../ML_spectra/spectra/SN2007N_20070129_IM.ascii,3,IM,Ia-pec,,,,,
SN2007N,Ia Pec,0.012879,,2454131.81,2454123.5,8.31000000005588,../ML_spectra/spectra/SN2007N_20070131_EM.ascii,3,EM,Ia-pec,,,,,
SN2007N,Ia Pec,0.012879,,2454143.82,2454123.5,20.3199999998324,../ML_spectra/spectra/SN2007N_20070212_WF.ascii,3,WF,Ia-pec,,,,,
SN2007N,Ia Pec,0.012879,,2454146.2,2454123.5,22.7000000001863,../ML_spectra/spectra/SN2007N_20070214_LRIS.ascii,3,LRIS,Ia-pec,,,,,
SN2007N,Ia Pec,0.012879,,2454156.81,2454123.5,33.3100000000559,../ML_spectra/spectra/SN2007N_20070225_WF.ascii,3,WF,Ia-pec,,,,,
SN2007N,Ia Pec,0.012879,,2454208.75,2454123.5,85.25,../ML_spectra/spectra/SN2007N_20070418_WF.ascii,3,WF,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454185.56,2454190.5,-4.93999999994412,../ML_spectra/spectra/SN2007ax_20070326_BC.ascii,3,BC,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454185.71,2454190.5,-4.79000000003725,../ML_spectra/spectra/SN2007ax_20070326_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454186.76,2454190.5,-3.74000000022352,../ML_spectra/spectra/SN2007ax_20070327_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454197.66,2454190.5,7.16000000014901,../ML_spectra/spectra/SN2007ax_20070407_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454200.8,2454190.5,10.2999999998137,../ML_spectra/spectra/SN2007ax_20070410_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454204.71,2454190.5,14.2099999999627,../ML_spectra/spectra/SN2007ax_20070414_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454206.67,2454190.5,16.1699999999255,../ML_spectra/spectra/SN2007ax_20070416_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ax,Ia Pec,0.006861,,2454208.69,2454190.5,18.1899999999441,../ML_spectra/spectra/SN2007ax_20070418_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454199.74,2454197.5,2.24000000022352,../ML_spectra/spectra/SN2007ba_20070409_IM.ascii,3,IM,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454199.93,2454197.5,2.43000000016764,../ML_spectra/spectra/SN2007ba_20070409_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454201.0,2454197.5,3.5,../ML_spectra/spectra/SN2007ba_20070410_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454202.0,2454197.5,4.5,../ML_spectra/spectra/SN2007ba_20070411_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454202.81,2454197.5,5.31000000005588,../ML_spectra/spectra/SN2007ba_20070412_WF.ascii,3,WF,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454202.97,2454197.5,5.47000000020489,../ML_spectra/spectra/SN2007ba_20070412_fast.ascii,3,fast,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454204.1,2454197.5,6.60000000009313,../ML_spectra/spectra/SN2007ba_20070413_DEIM.ascii,3,DEIMOS,Ia-pec,,,,,
SN2007ba,Ia Pec,0.038513,,2454207.1,2454197.5,9.60000000009313,../ML_spectra/spectra/SN2007ba_20070416_DEIM.ascii,3,DEIMOS,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454339.0442,2454357.5,-18.4558000001125,../ML_spectra/spectra/SN2007if_20070826_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454354.0088,2454357.5,-3.49120000004768,../ML_spectra/spectra/SN2007if_20070910_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454354.79,2454357.5,-2.70999999996275,../ML_spectra/spectra/SN2007if_20070911_mmt.ascii,3,mmt,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454354.89,2454357.5,-2.60999999986961,../ML_spectra/spectra/SN2007if_20070911_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454355.8,2454357.5,-1.70000000018626,../ML_spectra/spectra/SN2007if_20070912_mmt.ascii,3,mmt,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454355.9859,2454357.5,-1.5140999997966,../ML_spectra/spectra/SN2007if_20070912_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454356.85,2454357.5,-0.649999999906868,../ML_spectra/spectra/SN2007if_20070913_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454358.96,2454357.5,1.45999999996275,../ML_spectra/spectra/SN2007if_20070915_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454359.021,2454357.5,1.52100000018254,../ML_spectra/spectra/SN2007if_20070915_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454363.86,2454357.5,6.35999999986962,../ML_spectra/spectra/SN2007if_20070920_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454363.9939,2454357.5,6.49390000011772,../ML_spectra/spectra/SN2007if_20070920_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454365.9753,2454357.5,8.47530000004917,../ML_spectra/spectra/SN2007if_20070922_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454373.9426,2454357.5,16.442600000184,../ML_spectra/spectra/SN2007if_20070930_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454375.9594,2454357.5,18.4594000000507,../ML_spectra/spectra/SN2007if_20071002_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454378.9776,2454357.5,21.4775999998674,../ML_spectra/spectra/SN2007if_20071005_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454383.81,2454357.5,26.3100000000559,../ML_spectra/spectra/SN2007if_20071010_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454384.8,2454357.5,27.2999999998137,../ML_spectra/spectra/SN2007if_20071011_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454385.9121,2454357.5,28.4120999998413,../ML_spectra/spectra/SN2007if_20071012_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454387.84,2454357.5,30.339999999851,../ML_spectra/spectra/SN2007if_20071014_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454388.9,2454357.5,31.3999999999069,../ML_spectra/spectra/SN2007if_20071015_LRIS.ascii,3,LRIS,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454388.9549,2454357.5,31.4548999997787,../ML_spectra/spectra/SN2007if_20071015_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454390.9084,2454357.5,33.408400000073,../ML_spectra/spectra/SN2007if_20071017_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454393.8657,2454357.5,36.3656999999657,../ML_spectra/spectra/SN2007if_20071020_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454395.8555,2454357.5,38.3555000000633,../ML_spectra/spectra/SN2007if_20071022_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454400.9109,2454357.5,43.4109000000171,../ML_spectra/spectra/SN2007if_20071027_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454403.9259,2454357.5,46.4259000001475,../ML_spectra/spectra/SN2007if_20071030_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454409.84,2454357.5,52.339999999851,../ML_spectra/spectra/SN2007if_20071105_fast.ascii,3,fast,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454415.7912,2454357.5,58.2911999998614,../ML_spectra/spectra/SN2007if_20071111_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454416.7,2454357.5,59.2000000001863,../ML_spectra/spectra/SN2007if_20071112_LRIS.ascii,3,LRIS,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454420.8287,2454357.5,63.3286999999546,../ML_spectra/spectra/SN2007if_20071116_Snif.ascii,3,Snifs,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454447.7,2454357.5,90.2000000001863,../ML_spectra/spectra/SN2007if_20071213_LRIS.ascii,3,LRIS,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454476.67,2454357.5,119.169999999926,../ML_spectra/spectra/SN2007if_20080111_mmt.ascii,3,mmt,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454733.5,2454357.5,376.0,../ML_spectra/spectra/SN2007if_20080924_VLT-.ascii,3,VLT-UT1 - FORS2,Ia-pec,,,,,
SN2007if,Ia Pec,0.073092,,2454761.5,2454357.5,404.0,../ML_spectra/spectra/SN2007if_20081022_VLT-.ascii,3,VLT-UT1 - FORS2,Ia-pec,,,,,
SN2007sj,Ib/c,0.038507,,2454441.5,2454433.5,8.0,../ML_spectra/spectra/SN2007sj_20071207_ESO-.ascii,3,ESO-NTT - EMMI,Ib/c,,,,,
SN2007uy,Ib Pec,0.0065,,2454468.5,2454477.5,-9.0,../ML_spectra/spectra/SN2007uy_20080103_.ascii,3,,Ib,,,,,
SN2007uy,Ib Pec,0.0065,,2454470.5,2454477.5,-7.0,../ML_spectra/spectra/SN2007uy_20080105_.ascii,3,,Ib,,,,,
SN2007uy,Ib Pec,0.0065,,2454527.5,2454477.5,50.0,../ML_spectra/spectra/SN2007uy_20080302_.ascii,3,,Ib,,,,,
SN2008A,Ia-02cx,0.016455,,2454470.5,2454479.5,-9.0,../ML_spectra/spectra/SN2008A_20080105_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454470.58,2454479.5,-8.91999999992549,../ML_spectra/spectra/SN2008A_20080105_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454471.5,2454479.5,-8.0,../ML_spectra/spectra/SN2008A_20080106_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454471.61,2454479.5,-7.89000000013039,../ML_spectra/spectra/SN2008A_20080106_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454474.5,2454479.5,-5.0,../ML_spectra/spectra/SN2008A_20080109_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454474.63,2454479.5,-4.87000000011176,../ML_spectra/spectra/SN2008A_20080109_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454475.5,2454479.5,-4.0,../ML_spectra/spectra/SN2008A_20080110_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454475.59,2454479.5,-3.91000000014901,../ML_spectra/spectra/SN2008A_20080110_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454476.5,2454479.5,-3.0,../ML_spectra/spectra/SN2008A_20080111_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454476.69,2454479.5,-2.81000000005588,../ML_spectra/spectra/SN2008A_20080111_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454477.5,2454479.5,-2.0,../ML_spectra/spectra/SN2008A_20080112_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454477.6,2454479.5,-1.89999999990687,../ML_spectra/spectra/SN2008A_20080112_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454478.5,2454479.5,-1.0,../ML_spectra/spectra/SN2008A_20080113_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454478.63,2454479.5,-0.870000000111759,../ML_spectra/spectra/SN2008A_20080113_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454479.5,2454479.5,0.0,../ML_spectra/spectra/SN2008A_20080114_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454479.62,2454479.5,0.120000000111759,../ML_spectra/spectra/SN2008A_20080114_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454480.8,2454479.5,1.29999999981374,../ML_spectra/spectra/SN2008A_20080115_Kast.ascii,3,Kast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454497.5,2454479.5,18.0,../ML_spectra/spectra/SN2008A_20080201_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454497.59,2454479.5,18.089999999851,../ML_spectra/spectra/SN2008A_20080201_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454499.5,2454479.5,20.0,../ML_spectra/spectra/SN2008A_20080203_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454499.6,2454479.5,20.1000000000931,../ML_spectra/spectra/SN2008A_20080203_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454502.5,2454479.5,23.0,../ML_spectra/spectra/SN2008A_20080206_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454502.63,2454479.5,23.1299999998882,../ML_spectra/spectra/SN2008A_20080206_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454506.5,2454479.5,27.0,../ML_spectra/spectra/SN2008A_20080210_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454506.6,2454479.5,27.1000000000931,../ML_spectra/spectra/SN2008A_20080210_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454508.5,2454479.5,29.0,../ML_spectra/spectra/SN2008A_20080212_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454510.5,2454479.5,31.0,../ML_spectra/spectra/SN2008A_20080214_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454510.66,2454479.5,31.160000000149,../ML_spectra/spectra/SN2008A_20080214_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454512.7,2454479.5,33.2000000001863,../ML_spectra/spectra/SN2008A_20080216_Kast.ascii,3,Kast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454522.5,2454479.5,43.0,../ML_spectra/spectra/SN2008A_20080226_.ascii,3,,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454522.64,2454479.5,43.1400000001304,../ML_spectra/spectra/SN2008A_20080226_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454682.1,2454479.5,202.600000000093,../ML_spectra/spectra/SN2008A_20080803_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454707.0,2454479.5,227.5,../ML_spectra/spectra/SN2008A_20080828_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2008A,Ia-02cx,0.016455,,2454766.8,2454479.5,287.299999999814,../ML_spectra/spectra/SN2008A_20081027_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454506.86,2454508.5,-1.64000000013039,../ML_spectra/spectra/SN2008ae_20080210_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454507.82,2454508.5,-0.680000000167638,../ML_spectra/spectra/SN2008ae_20080211_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454508.85,2454508.5,0.350000000093132,../ML_spectra/spectra/SN2008ae_20080212_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454509.85,2454508.5,1.35000000009313,../ML_spectra/spectra/SN2008ae_20080213_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454510.82,2454508.5,2.31999999983236,../ML_spectra/spectra/SN2008ae_20080214_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454512.9,2454508.5,4.39999999990687,../ML_spectra/spectra/SN2008ae_20080216_Kast.ascii,3,Kast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454522.91,2454508.5,14.410000000149,../ML_spectra/spectra/SN2008ae_20080226_fast.ascii,3,fast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454525.7,2454508.5,17.2000000001863,../ML_spectra/spectra/SN2008ae_20080229_Kast.ascii,3,Kast,Ia-02cx,,,,,
SN2008ae,Ia-02cx,0.03006,,2454584.8,2454508.5,76.2999999998137,../ML_spectra/spectra/SN2008ae_20080428_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2008ds,Ia Pec,0.02103,,2454647.0,2454653.5,-6.5,../ML_spectra/spectra/SN2008ds_20080629_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454651.9,2454653.5,-1.60000000009313,../ML_spectra/spectra/SN2008ds_20080704_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454655.0,2454653.5,1.5,../ML_spectra/spectra/SN2008ds_20080707_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454673.9,2454653.5,20.3999999999069,../ML_spectra/spectra/SN2008ds_20080726_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454705.0,2454653.5,51.5,../ML_spectra/spectra/SN2008ds_20080826_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454710.0,2454653.5,56.5,../ML_spectra/spectra/SN2008ds_20080831_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454716.8,2454653.5,63.2999999998137,../ML_spectra/spectra/SN2008ds_20080907_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454731.9,2454653.5,78.3999999999069,../ML_spectra/spectra/SN2008ds_20080922_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454739.8,2454653.5,86.2999999998137,../ML_spectra/spectra/SN2008ds_20080930_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454746.8,2454653.5,93.2999999998137,../ML_spectra/spectra/SN2008ds_20081007_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ds,Ia Pec,0.02103,,2454761.7,2454653.5,108.200000000186,../ML_spectra/spectra/SN2008ds_20081022_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ge,Ia-02cx,0.003916,,2454767.0,2454725.5,41.5,../ML_spectra/spectra/SN2008ge_20081027_LRIS.ascii,3,LRIS,Ia-02cx,,,,,
SN2008ge,Ia-02cx,0.003916,,2454774.5,2454725.5,49.0,../ML_spectra/spectra/SN2008ge_20081104_Mage.ascii,3,Magellan-Clay - MIKE,Ia-02cx,,,,,
SN2008ha,Ia Pec,0.004623,,2454781.5,2454783.5,-2.0,../ML_spectra/spectra/SN2008ha_20081111_Othe.ascii,3,Other - Other,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454790.5,2454783.5,7.0,../ML_spectra/spectra/SN2008ha_20081120_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454793.5,2454783.5,10.0,../ML_spectra/spectra/SN2008ha_20081123_TNG .ascii,3,TNG - DOLORES,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454793.5,2454783.5,10.0,../ML_spectra/spectra/SN2008ha_20081123_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454797.5,2454783.5,14.0,../ML_spectra/spectra/SN2008ha_20081127_Ekar.ascii,3,Ekar - AFOSC,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454798.5,2454783.5,15.0,../ML_spectra/spectra/SN2008ha_20081128_TNG .ascii,3,TNG - DOLORES,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454805.5,2454783.5,22.0,../ML_spectra/spectra/SN2008ha_20081205_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454806.5,2454783.5,23.0,../ML_spectra/spectra/SN2008ha_20081206_NOT .ascii,3,NOT - ALFOSC,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454821.5,2454783.5,38.0,../ML_spectra/spectra/SN2008ha_20081221_TNG .ascii,3,TNG - DOLORES,Ia-pec,,,,,
SN2008ha,Ia Pec,0.004623,,2454850.5,2454783.5,67.0,../ML_spectra/spectra/SN2008ha_20090119_TNG .ascii,3,TNG - DOLORES,Ia-pec,,,,,
SN2009F,Ia Pec,0.012909,,2454836.67,2454842.5,-5.83000000007451,../ML_spectra/spectra/SN2009F_20090105_LD.ascii,3,LD,Ia-pec,,,,,
SN2009F,Ia Pec,0.012909,,2454840.71,2454842.5,-1.79000000003725,../ML_spectra/spectra/SN2009F_20090109_EF.ascii,3,EF,Ia-pec,,,,,
SN2009F,Ia Pec,0.012909,,2454841.59,2454842.5,-0.910000000149012,../ML_spectra/spectra/SN2009F_20090110_GM.ascii,3,GM,Ia-pec,,,,,
SN2009F,Ia Pec,0.012909,,2454871.6,2454842.5,29.1000000000931,../ML_spectra/spectra/SN2009F_20090209_EF.ascii,3,EF,Ia-pec,,,,,
SN2009F,Ia Pec,0.012909,,2454876.57,2454842.5,34.0699999998324,../ML_spectra/spectra/SN2009F_20090214_IM.ascii,3,IM,Ia-pec,,,,,
SN2009F,Ia Pec,0.012909,,2454887.64,2454842.5,45.1400000001304,../ML_spectra/spectra/SN2009F_20090225_WF.ascii,3,WF,Ia-pec,,,,,
SN2009er,Ib Pec,0.035,,2454977.5,2454981.5,-4.0,../ML_spectra/spectra/SN2009er_20090526_.ascii,3,,Ib,,,,,
SN2009er,Ib Pec,0.035,,2454982.5,2454981.5,1.0,../ML_spectra/spectra/SN2009er_20090531_.ascii,3,,Ib,,,,,
ESSENCEk411,Ia Pec,0.565,,2453351.744,2453348.5,3.24399999994785,../ML_spectra/spectra/ESSENCEk411_20041212_LRIS.ascii,3,LRIS,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451748.5,2451752.5,-4.0,../ML_spectra/spectra/SN2000cx_20000723_None.ascii,3,,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451749.5,2451752.5,-3.0,../ML_spectra/spectra/SN2000cx_20000724_.ascii,3,,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451750.5,2451752.5,-2.0,../ML_spectra/spectra/SN2000cx_20000725_.ascii,3,,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451751.5,2451752.5,-1.0,../ML_spectra/spectra/SN2000cx_20000726_.ascii,3,,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451771.5,2451752.5,19.0,../ML_spectra/spectra/SN2000cx_20000815_None.ascii,3,,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451780.5,2451752.5,28.0,../ML_spectra/spectra/SN2000cx_20000824_None.ascii,3,,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451782.5,2451752.5,30.0,../ML_spectra/spectra/SN2000cx_20000826_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451783.5,2451752.5,31.0,../ML_spectra/spectra/SN2000cx_20000827_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451789.86,2451752.5,37.3599999998696,../ML_spectra/spectra/SN2000cx_20000902_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451790.88,2451752.5,38.3799999998882,../ML_spectra/spectra/SN2000cx_20000903_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451792.9,2451752.5,40.3999999999069,../ML_spectra/spectra/SN2000cx_20000905_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451793.5,2451752.5,41.0,../ML_spectra/spectra/SN2000cx_20000906_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451806.88,2451752.5,54.3799999998882,../ML_spectra/spectra/SN2000cx_20000919_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451808.92,2451752.5,56.4199999999255,../ML_spectra/spectra/SN2000cx_20000921_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451813.5,2451752.5,61.0,../ML_spectra/spectra/SN2000cx_20000926_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451814.86,2451752.5,62.3599999998696,../ML_spectra/spectra/SN2000cx_20000927_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451820.85,2451752.5,68.3500000000931,../ML_spectra/spectra/SN2000cx_20001003_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451823.5,2451752.5,71.0,../ML_spectra/spectra/SN2000cx_20001006_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451841.5,2451752.5,89.0,../ML_spectra/spectra/SN2000cx_20001024_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451846.79,2451752.5,94.2900000000373,../ML_spectra/spectra/SN2000cx_20001029_fast.ascii,3,fast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451849.5,2451752.5,97.0,../ML_spectra/spectra/SN2000cx_20001101_Kast.ascii,3,Kast,Ia-pec,,,,,
SN2000cx,Ia Pec,0.007929,,2451868.68,2451752.5,116.180000000168,../ML_spectra/spectra/SN2000cx_20001120_fast.ascii,3,fast,Ia-pec,,,,,
