name,type,ntype,z,specjd,maxjd,peakmag,peakfilt,instrument
ZTF20acitoie,Type II,IIP,0.02222,2459136.88918981,2459192.9582755,18.1902,r,P60
ZTF20abwdaeo,Type II,IIP,0.020608,2459089.77642361,2459099.817581,17.8894,r,P60
ZTF20abexzpz,Type II,IIP,0.0174,2459025.95327546,2459013.974294,18.09071470059767,ztfr,P60
ZTF20acfkyll,Type II,IIP,0.020721,2459125.88190972,2459207.8020255,17.6406,r,P60
ZTF20abyosmd,Type II,IIP,0.02106,2459108.97797454,2459108.0160185,18.4521,r,P60
ZTF20aaqepvb,Type II,IIP,0.015,2458914.94060185,2458913.9854514,17.9381,r,P60
ZTF20acpvbbh,Type II,IIP,0.043,2459187.73100695,2459171.8986574,17.0769,g,P60
ZTF20ablygyy,Type II,IIP,0.01687,2459106.62987269,2459052.7695291,16.2414,g,P60
ZTF20abprtkp,Type II,IIP,0.02834,2459067.66481481,2459061.7955556,18.37004631548887,ztfr,P60
ZTF20actkmks,Type II,IIP,0.02813,2459181.93114583,2459186.915,18.1254,r,P60
ZTF20absgwch,Type II,IIP,0.07604,2459086.92998843,2459088.8981713,18.6584,r,P60
ZTF20acpjbgc,Type II,IIP,0.01482,2459169.60888889,2459164.618044,16.692,r,P60
ZTF20acfvqdz,Type II,IIP,0.03331,2459131.85782407,2459125.8586931,17.8573,r,P60
ZTF20aasjzhg,Type II,IIP,0.0206,2458914.68065972,2458940.6468981,16.7818,r,P60
ZTF20acmaaan,Type II,IIP,0.01872,2459145.69678241,2459151.7329282,18.3311,r,P60
ZTF20aclvtnk,Type II,IIP,0.024,2459152.58873843,2459222.0482176,18.5344,r,P60
ZTF20acpvbbh,Type II,IIP,0.043,2459171.77790509,2459171.8986574,17.0769,g,P60
ZTF20achusux,Type II,IIP,0.0256,2459137.77625,2459165.9311,16.6994,g,P60
ZTF20actodrq,Type II,IIP,0.007,2459196.02921296,2459178.0445139,17.2705,r,P60
ZTF20acnzkxb,Type II,IIP,0.0269,2459153.9293287,2459167.0546296,18.1255,r,P60
ZTF20aavhcqh,Type II,IIP,0.03273,2458974.65756944,2458956.7877894,18.218731818942462,ztfr,P60
ZTF19aavotnx,Type II,IIP,0.03417,2458633.70835648,2458632.9390046,18.9049,g,P60
ZTF20acqexmr,Type II,IIP,0.015,2459171.67974537,2459182.6774,17.9621,r,P60
ZTF20acknpig,Type II,IIP,0.024377,2459144.64365741,2459155.70073375,18.3771,r,P60
ZTF20aclvtnk,Type II,IIP,0.024,2459144.59471065,2459222.0482176,18.5344,r,P60
ZTF20acuaqlf,Type II,IIP,0.017548,2459182.58025463,2459250.5984491,18.019,r,P60
ZTF20acfdmex,Type II,IIP,0.018489,2459125.7787037,2459186.7639352,17.9194,r,P60
ZTF20aawyglg,Type II,IIP,0.04764,2458974.71369213,2458970.9143056,19.218082128729293,ztfr,P60
ZTF20acvjagm,Type II,IIP,0.014,2459189.91327546,2459189.9871875,16.7208,g,P60
ZTF20acoxefz,Type II,IIP,0.0407599993,2459157.90230324,2459179.9020949,19.52565987471524,ztfr,P60
ZTF20abzoaas,Type II,IIP,0.02723,2459113.74983796,2459115.6506829,17.72,r,P60
ZTF20acyqzeu,Type II,IIP,0.022112,2459204.83303241,2459218.9148264,17.0543,r,P60
ZTF20acwgxhk,Type II,IIP,0.021615,2459193.84329861,2459198.5199,17.1607,g,P60
ZTF20abqwkxs,Type II,IIP,0.0239,2459077.69140046,2459076.7848611,19.571857699737294,ztfi,P60
ZTF20acknpig,Type II,IIP,0.024377,2459140.96130787,2459155.70073375,18.3771,r,P60
ZTF20acectxy,Type II,IIP,0.053,2459120.61606481,2459127.7044213,18.5241,g,P60
ZTF20abzoaas,Type II,IIP,0.02723,2459119.68584491,2459115.6506829,17.72,r,P60
ZTF20ablygyy,Type II,IIP,0.01687,2459052.7430787,2459052.7695291,16.2414,g,P60
ZTF20acgided,Type II,IIP,0.017,2459134.64327546,2459127.7262963,17.1552,g,P60
ZTF18aadsuxd,Type II,IIP,0.03057,2459163.88178241,2459168.0285069,16.9233,g,P60
ZTF20acjbhhp,Type II,IIP,0.050475,2459182.71916667,2459146.8612731,18.0203,r,P60
ZTF20ablygyy,Type II,IIP,0.01687,2459060.72247685,2459052.7695291,16.2414,g,P60
ZTF20abbhkxh,Type II,IIP,0.0389,2459009.71528935,2458997.7310764,18.844,r,P60
ZTF20accrldu,Type II,IIP,0.037773,2459118.7484375,2459122.7797801,18.715,g,P60
ZTF20acfwrln,Type II,IIP,0.0183,2459139.9131713,2459137.9880671,17.7066,r,P60
ZTF20acqqdkl,Type II,IIP,0.08,2459182.81621528,2459192.6612153,18.4125,r,P60
ZTF20abyzomt,Type II,IIP,0.022125,2459108.75921296,2459110.7946759,17.3034,g,P60
ZTF20abyylgi,Type II,IIP,0.02891,2459114.81494213,2459117.0024537,17.1847,g,P60
ZTF20abrgzfn,Type II,IIP,0.1532,2459097.74533565,2459094.8218981,18.8366,r,P60
ZTF20acpdxkd,Type II,IIP,0.006648,2459184.72872685,2459158.8082755,16.791251901559605,ztfg,P60
ZTF20abyylgi,Type II,IIP,0.02891,2459112.83253472,2459117.0024537,17.1847,g,P60
ASASSN-15fz,II,IIP,0.017479,2457111.5,2457110.5,16.9,,Ekar - AFOSC
ASASSN-15hs,IIn,IIn,0.009096,2457141.5,2457135.5,16.6,,"ANU 2,3m - WiFeS"
ASASSN-15ln,II,IIP,0.015014,2457198.5,2457193.5,15.9,,Ekar - AFOSC
ASASSN-15mj,Ib,Ib,0.034371,2457216.5,2457218.5,16.72,,Ekar - AFOSC
ASASSN-15ov,II,IIP,0.025451,2457270.5,2457258.5,16.6,,ESO-NTT - EFOSC2-NTT
ASASSN-15qh,II,IIP,0.010207,2457300.5,2457297.5,16.67,,ESO-NTT - EFOSC2-NTT
ASASSN-15qz,IIb,IIb-H,0.021638,2457308.5,2457305.5,17.1,,ESO-NTT - EFOSC2-NTT
ASASSN-15ta,Ib,Ib,0.015,2457349.5,2457339.5,16.8,,ESO-NTT - EFOSC2-NTT
ASASSN-15um,Ic,Ic,0.02,2457389.5,2457383.5,16.0,,ESO-NTT - EFOSC2-NTT
DES16S1kt,IIb,IIb-H,0.0682,2457641.5,2457638.5,21.0,,ESO-NTT - EFOSC2-NTT
Gaia15abz,II,IIP,0.0251,2457066.5,2457080.5,18.26,,P200 - DBSP
Gaia15acs,Ib,Ib,0.02,2457092.5,2457090.5,17.93,,ESO-NTT - EFOSC2-NTT
LSQ15bco,II,IIP,0.04,2457299.5,2457307.5,18.1,,ESO-NTT - EFOSC2-NTT
LSQ15bor,II,IIP,0.055,2457345.5,2457334.5,18.5,,ESO-NTT - EFOSC2-NTT
LSQ15ck,II,IIP,0.05,2457038.5,2457033.5,20.4,,ESO-NTT - EFOSC2-NTT
LSQ15ey,II,IIP,0.036,2457051.5,2457041.5,19.2,,"ANU 2,3m - WiFeS"
LSQ15hj,II,IIP,0.065,2457064.5,2457045.5,19.2,,ESO-NTT - EFOSC2-NTT
LSQ15kp,II,IIP,0.161,2457068.5,2457064.5,19.3,,ESO-NTT - EFOSC2-NTT
LSQ15mc,II,IIP,0.053,2457071.5,2457067.5,19.7,,ESO-NTT - EFOSC2-NTT
LSQ15rw,IIb,IIb-H,0.021,2457093.5,2457074.5,19.5,,ESO-NTT - EFOSC2-NTT
LSQ15xp,II P,IIP,0.008,2457101.5,2457146.5,17.86,,ESO-NTT - EFOSC2-NTT
MASTER OT J135329.90-421622.5,IIn,IIn,0.052,2457092.5,2457079.5,17.8,,ESO-NTT - EFOSC2-NTT
MASTER OT J233328.09-015847.0,II,IIP,0.017,2457306.5,2457302.5,16.7,,ESO-NTT - EFOSC2-NTT
OGLE-2015-SN-005,II,IIP,0.061,2457038.5,2457030.5,18.99,,ESO-NTT - EFOSC2-NTT
OGLE-2015-SN-007,II,IIP,0.06,2457037.5,2457027.5,19.03,,ESO-NTT - EFOSC2-NTT
OGLE-2015-SN-014,II,IIP,0.064,2457038.5,2457025.5,19.98,,ESO-NTT - EFOSC2-NTT
OGLE-2015-SN-029,II,IIP,0.06,2457049.5,2457040.5,19.26,,ESO-NTT - EFOSC2-NTT
OGLE-2015-SN-043,II,IIP,0.14,2457065.5,2457057.5,19.3,,ESO-NTT - EFOSC2-NTT
OGLE15pf,II,IIP,0.018,2457336.5,2457351.5,18.35,,ESO-NTT - EFOSC2-NTT
OGLE15rb,Ic,Ic,0.028,2457344.5,2457340.5,19.3,,ESO-NTT - EFOSC2-NTT
OGLE15vk,Ic,Ic,0.05,2457360.5,2457354.5,18.59,,ESO-NTT - EFOSC2-NTT
OGLE15xc,II,IIP,0.083,2457367.5,2457374.5,20.34,,ESO-NTT - EFOSC2-NTT
OGLE15xg,II,IIP,0.061,2457404.5,2457414.5,19.71,,ESO-NTT - EFOSC2-NTT
OGLE16alt,II,IIP,0.0538,2457423.5,2457417.5,19.15,,ESO-NTT - EFOSC2-NTT
OGLE16bsy,IIn,IIn,0.145,2457664.5,2457623.5,19.8,,ESO-NTT - EFOSC2-NTT
OGLE16ekf,IIb,IIb-H,0.068,2457682.5,2457670.5,19.8,,ESO-NTT - EFOSC2-NTT
OGLE16etd,II,IIP,0.034,2457683.5,2457661.5,17.71,,ESO-NTT - EFOSC2-NTT
OGLE16eun,Ic,Ic,0.057,2457694.5,2457683.5,20.2,,ESO-NTT - EFOSC2-NTT
OGLE17abx,II,IIP,0.064,2457757.5,2457753.5,20.4,,ESO-NTT - EFOSC2-NTT
OGLE17mtb,II,IIP,0.072,2457993.5,2457983.5,20.0,,ESO-NTT - EFOSC2-NTT
OGLE17ory,II,IIP,0.02,2458007.5,2458041.5,17.84,,ESO-NTT - EFOSC2-NTT
PS1-15g,II,IIP,0.014,2457042.5,2457122.5,18.16,,ESO-NTT - EFOSC2-NTT
PS15aaa,II,IIP,0.019,2457123.5,2457150.5,18.41,,ESO-NTT - EFOSC2-NTT
PS15afa,II,IIP,0.015,2457139.5,2457135.5,17.42,,ESO-NTT - EFOSC2-NTT
PS15at,II,IIP,0.033,2457070.5,2457137.5,20.91,,ESO-NTT - EFOSC2-NTT
PS15bae,II,IIP,0.014093,2457184.5,2457207.5,16.94,,Ekar - AFOSC
PS15bgt,Ib,Ib,0.0044,2457214.5,2457234.5,18.05,,Ekar - AFOSC
PS15bgt,Ib,Ib,0.0044,2457223.9,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457226.9,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457245.9,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457246.9,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457258.9,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457270.8,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457271.8,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457305.8,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457315.7,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457331.7,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457343.7,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457364.6,2457234.5,18.05,,Kast
PS15bgt,Ib,Ib,0.0044,2457373.7,2457234.5,18.05,,Kast
PS15cqe,II,IIP,0.025,2457317.5,2457360.5,20.17,,Ekar - AFOSC
PS15crs,II,IIP,0.028,2457334.5,2457327.5,17.89,,ESO-NTT - EFOSC2-NTT
PS15csf,II,IIP,0.021,2457335.5,2457333.5,18.31,,ESO-NTT - EFOSC2-NTT
PS15cvn,Ic,Ic,0.065,2457344.5,2457341.5,17.7,,ESO-NTT - EFOSC2-NTT
PS15cwi,II,IIP,0.058,2457345.5,2457362.5,20.07,,ESO-NTT - EFOSC2-NTT
PS15cwo,II,IIP,0.02723,2457344.5,2457342.5,17.57,,Ekar - AFOSC
PS15cyk,II,IIP,0.020541,2457358.5,2457352.5,18.5,,Ekar - AFOSC
PS15cyz,II,IIP,0.035,2457359.5,2457353.5,19.0,,ESO-NTT - EFOSC2-NTT
PS15dme,II,IIP,0.043,2457372.5,2457416.5,19.42,,ESO-NTT - EFOSC2-NTT
PS15si,IIn,IIn,0.053,2457109.5,2457137.5,17.29,,ESO-NTT - EFOSC2-NTT
PS15um,II,IIP,0.01,2457078.5,2457135.5,17.12,,ESO-NTT - EFOSC2-NTT
PS15xr,II,IIP,0.0305,2457123.5,2457111.5,18.93,,Gemini-N - GMOS
PS15zf,II,IIP,0.052,2457122.5,2457116.5,19.19,,ESO-NTT - EFOSC2-NTT
PSN J02003208-5810410,II,IIP,0.020371,2457389.5,2457380.5,16.7,,ESO-NTT - EFOSC2-NTT
PSN J08232660-0454545,II,IIP,0.0229,2457339.5,2457335.5,17.5,,Ekar - AFOSC
PSN J10051374+2127231,II,IIP,0.018613,2457376.5,2457373.5,17.8,,Ekar - AFOSC
PSN J14002117+3854517,II,IIP,0.01735,2457072.5,2457070.5,18.2,,Ekar - AFOSC
PSN J19535968+4956078,II P,IIP,0.025077,2457197.5,2457184.5,18.2,,Ekar - AFOSC
SMT16atf,II,IIP,0.014,2457491.5,2457483.5,17.9,,ESO-NTT - EFOSC2-NTT
SN2015C,II P,IIP,0.0096,2457035.5,2457068.5,17.11,,Ekar - AFOSC
SN2015C,II P,IIP,0.0096,2457035.5,2457068.5,17.11,,ESO-NTT - EFOSC2-NTT
SN2015D,II,IIP,0.011,2457042.5,2457039.5,17.5,,ESO-NTT - EFOSC2-NTT
SN2015R,II,IIP,0.023143,2457123.5,2457120.5,17.8,,Ekar - AFOSC
SN2015W,II P,IIP,0.013,2457034.5,2457034.5,16.93,,Ekar - AFOSC
SN2015X,II P,IIP,0.01,2457090.5,2457080.5,17.69,,Ekar - AFOSC
SN2015ae,II,IIP,0.017,2457241.5,2457271.5,17.9,,Ekar - AFOSC
SN2015af,II,IIP,0.0145,2457244.5,2457242.5,18.4,,Ekar - AFOSC
SN2015ag,Ic,Ic,0.0162,2457245.5,2457239.5,19.1,,Ekar - AFOSC
SN2015aj,II P,IIP,0.017652,2457271.5,2457356.5,20.4,,Ekar - AFOSC
SN2015am,II,IIP,0.0167,2457247.5,2457249.5,18.0,,Ekar - AFOSC
SN2015as,II,IIP,0.0036,2457343.5,2457348.5,15.06,,Ekar - AFOSC
SN2015au,IIb,IIb-noH,0.016,2457345.5,2457335.5,17.7,,ESO-NTT - EFOSC2-NTT
SN2015av,Ic,Ic,0.023,2457349.5,2457341.5,17.6,,ESO-NTT - EFOSC2-NTT
SN2015ay,II,IIP,0.014,2457302.5,2457302.5,16.7,,ESO-NTT - EFOSC2-NTT
SN2015ba,II,IIP,0.0079,2457358.5,2457415.5,16.65,,Ekar - AFOSC
SN2015bc,II,IIP,0.03474,2457359.5,2457359.5,18.06,,Ekar - AFOSC
SN2015bi,IIb,IIb-H,0.016014,2457395.5,2457416.5,17.79,,XLT - BFOSC
SN2015bi,IIb,IIb-H,0.016014,2457400.0,2457416.5,17.79,,Kast
SN2015bj,II,IIP,0.011208,2457399.5,2457348.5,16.6,,Magellan-Clay - LDSS-3
SN2015co,II,IIP,0.029,2457293.5,2457144.5,18.86,,Other - Other
SN2015cq,II,IIP,0.028,2457162.5,2457161.5,23.5,,Other - Other
SN2016B,II P,IIP,0.004293,2457391.5,2457393.5,14.81,,Kanata - HOWPol
SN2016B,II P,IIP,0.004293,2457395.5,2457393.5,14.81,,Kanata - HOWPol
SN2016C,II P,IIP,0.00452,2457391.5,2457392.5,15.94,,Kanata - HOWPol
SN2016C,II P,IIP,0.00452,2457393.5,2457392.5,15.94,,Kanata - HOWPol
SN2016C,II P,IIP,0.00452,2457394.5,2457392.5,15.94,,HCT-2m - HFOSC
SN2016G,Ic BL,Ic-BL,0.009146,2457400.0,2457436.5,15.67,,YFOSC
SN2016I,II P,IIP,0.0149,2457400.0,2457399.5,17.1,,YFOSC
SN2016L,II P,IIP,0.009297,2457403.5,2457479.5,18.72,,ESO-NTT - EFOSC2-NTT
SN2016M,IIb,IIb-H,0.036,2457400.0,2457437.5,19.83,,YFOSC
SN2016X,II P,IIP,0.004408,2457407.5,2457415.5,14.02,,FTS - FLOYDS-S
SN2016X,II P,IIP,0.004408,2457410.0,2457415.5,14.02,,YFOSC
SN2016aa,II P,IIP,0.03,2457480.0,2457465.5,17.73,,AFOSC
SN2016aai,II P,IIP,0.007972,2457366.5,2457449.5,17.23,,LJT - YFOSC
SN2016adg,II,IIP,0.013139,2457428.5,2457432.5,17.2,,Ekar - AFOSC
SN2016adg,II,IIP,0.013139,2457430.0,2457432.5,17.2,,LRIS
SN2016adj,IIb,IIb-noH,0.001825,2457426.5,2457427.5,15.95,,Lijiang-2.4m - YFOSC
SN2016adj,IIb,IIb-noH,0.001825,2457427.5,2457427.5,15.95,,"ANU 2,3m - WiFeS"
SN2016adj,IIb,IIb-noH,0.001825,2457430.0,2457427.5,15.95,,WFCCD
SN2016adl,II,IIP,0.00652,2457430.0,2457426.5,17.0,,FLOYDS-S
SN2016afa,II,IIP,0.007,2457430.0,2457508.5,18.55,,EFOSC2-NTT
SN2016afj,IIn,IIn,0.081,2457430.0,2457444.5,19.41,,EFOSC2-NTT
SN2016aip,II P,IIP,0.016,2457436.5,2457432.5,17.86,,LJT - YFOSC
SN2016aiy,IIn,IIn,0.01,2457440.0,2457435.5,16.9,,EFOSC2-NTT
SN2016ajo,Ib,Ib,0.016,2457466.5,2457438.5,15.7,,Ekar - AFOSC
SN2016ajo,Ib,Ib,0.016,2457470.0,2457438.5,15.7,,AFOSC
SN2016ak,II,IIP,0.0297,2457405.5,2457416.5,18.12,,LJT - YFOSC
SN2016aqf,II,IIP,0.004016,2457445.5,2457451.5,15.93,,FTS - FLOYDS-S
SN2016aqf,II,IIP,0.004016,2457450.0,2457451.5,15.93,,RSS
SN2016aqp,II P,IIP,0.016,2457445.5,2457449.5,17.09,,LJT - YFOSC
SN2016aqv,IIn,IIn,0.0261,2457450.0,2457442.5,17.3,,YFOSC
SN2016aqw,II,IIP,0.021688,2457450.0,2457478.5,16.67,,YFOSC
SN2016ase,II,IIP,0.01404,2457456.5,2457453.5,16.9,,FTS - FLOYDS-S
SN2016ase,II,IIP,0.01404,2457460.0,2457453.5,16.9,,FLOYDS-N
SN2016bam,II,IIP,0.014,2457460.0,2457459.5,17.93,,FLOYDS-N
SN2016bas,IIb,IIb-H,0.009,2457460.0,2457458.5,16.8,,FLOYDS-S
SN2016bau,Ib,Ib,0.003856,2457460.0,2457474.5,15.22,,AFOSC
SN2016bau,Ib,Ib,0.003856,2457461.5,2457474.5,15.22,,Ekar - AFOSC
SN2016bev,II P,IIP,0.011,2457469.5,2457463.5,16.7,,FTS - FLOYDS-S
SN2016bfv,II,IIP,0.010404,2457470.0,2457469.5,16.81,,SNIFS
SN2016bhr,IIb,IIb-H,0.013926,2457481.5,2457463.5,17.2,,FTN - FLOYDS-N
SN2016bkv,II,IIP,0.002,2457470.0,2457473.5,14.71,,FLOYDS-N
SN2016bkx,II P,IIP,0.01025,2457470.0,2457687.5,20.41,,YFOSC
SN2016bkz,II P,IIP,0.0307,2457480.0,2457473.5,19.4,,YFOSC
SN2016bla,II P,IIP,0.023,2457480.0,2457448.5,17.6,,YFOSC
SN2016blb,II P,IIP,0.0183,2457490.0,2457477.5,16.3,,Plaskett
SN2016bll,Ib,Ib,0.01914,2457480.0,2457478.5,17.85,,Phot-spec
SN2016blq,IIb,IIb-H,0.04,2457480.0,2457459.5,20.18,,EFOSC2-NTT
SN2016blt,IIb,IIb-noH,0.016,2457494.5,2457481.5,18.0,,ESO-NTT - EFOSC2-NTT
SN2016blw,II,IIP,0.032,2457484.5,2457475.5,19.3,,FTS - FLOYDS-S
SN2016blx,II,IIP,0.010422,2457490.0,2457477.5,16.82,,MagE
SN2016bly,IIn,IIn,0.0194,2457490.0,2457487.5,18.17,,YFOSC
SN2016blz,II,IIP,0.01173,2457490.0,2457495.5,15.64,,EFOSC2-NTT
SN2016bma,II,IIP,0.03,2457512.5,2457505.5,18.3,,Keck2 - DEIMOS
SN2016bme,II,IIP,0.013519,2457494.5,2457495.5,16.3,,Other - Other
SN2016bmi,II P,IIP,0.007455,2457494.5,2457522.5,16.5,,ESO-NTT - EFOSC2-NTT
SN2016brw,II,IIP,0.007,2457500.0,2457508.5,17.3,,SPRAT
SN2016cce,Ic,Ic,0.022,2457510.0,2457532.5,18.87,,YFOSC
SN2016ccf,II P,IIP,0.014126,2457509.5,2457509.5,16.5,,Plaskett Telescope - Plaskett
SN2016ccm,II P,IIP,0.019,2457508.5,2457533.5,16.27,,Plaskett Telescope - Plaskett
SN2016ccm,II P,IIP,0.019,2457520.0,2457533.5,16.27,,Plaskett
SN2016ccv,II,IIP,0.12,2457512.5,2457450.5,20.9,,Keck2 - DEIMOS
SN2016ccw,II,IIP,0.043,2457512.5,2457473.5,18.2,,Keck2 - DEIMOS
SN2016ccx,II,IIP,0.025,2457512.5,2457507.5,21.0,,Keck2 - DEIMOS
SN2016ccy,II,IIP,0.03,2457512.5,2457525.5,19.33,,Keck2 - DEIMOS
SN2016cdd,Ib,Ib,0.008731,2457527.5,2457521.5,16.1,,FTS - FLOYDS-S
SN2016cok,II P,IIP,0.002425,2457536.5,2457538.5,16.9,,LJT - YFOSC
SN2016cok,II P,IIP,0.002425,2457550.0,2457538.5,16.9,,SED-Machine
SN2016cpc,II P,IIP,0.02473,2457555.5,2457596.5,18.82,,P60 - SED-Machine
SN2016cqj,II,IIP,0.022215,2457547.5,2457551.5,17.16,,FTN - FLOYDS-N
SN2016csv,II,IIP,0.03,2457570.0,2457555.5,17.9,,SED-Machine
SN2016cyi,IIn,IIn,0.044,2457602.5,2457564.5,17.07,,BAO-2.16m - Phot-spec
SN2016cyx,II,IIP,0.013689,2457580.0,2457605.5,17.37,,FAST
SN2016dln,II,IIP,0.05,2457595.5,2457613.5,19.5,,ESO-NTT - EFOSC2-NTT
SN2016dri,II,IIP,0.019,2457441.5,2457436.5,18.79,,ESO-NTT - EFOSC2-NTT
SN2016dst,Ic BL,Ic-BL,0.074,2457444.5,2457441.5,18.89,,ESO-NTT - EFOSC2-NTT
SN2016dzw,II,IIP,0.025,2457489.5,2457513.5,18.35,,ESO-NTT - EFOSC2-NTT
SN2016eei,IIn,IIn,0.06,2458067.5,2457556.5,18.16,,ESO-NTT - EFOSC2-NTT
SN2016ege,II P,IIP,0.0241,2457600.0,2457574.5,18.43,,EFOSC2-NTT
SN2016egz,II,IIP,0.0232,2457595.5,2457589.5,16.1,,ESO-NTT - EFOSC2-NTT
SN2016eig,II,IIP,0.03,2457595.5,2457590.5,18.81,,ESO-NTT - EFOSC2-NTT
SN2016emw,II,IIP,0.028,2457608.5,2457598.5,17.7,,ESO-NTT - EFOSC2-NTT
SN2016enk,II P,IIP,0.007799,2457600.0,2457653.5,16.77,,ALFOSC
SN2016enp,II,IIP,0.081,2457610.0,2457627.5,18.08,,EFOSC2-NTT
SN2016eob,II,IIP,0.024,2457630.0,2457627.5,17.99,,SED-Machine
SN2016eso,IIn,IIn,0.016064,2457609.5,2457652.5,16.72,,ESO-NTT - EFOSC2-NTT
SN2016esw,II P,IIP,0.02831,2457608.9,2457616.5,18.03,,Kosmos
SN2016esw,II P,IIP,0.02831,2457613.8,2457616.5,18.03,,Kast
SN2016esw,II P,IIP,0.02831,2457614.8,2457616.5,18.03,,Kast
SN2016esw,II P,IIP,0.02831,2457627.7,2457616.5,18.03,,Kast
SN2016esw,II P,IIP,0.02831,2457634.7,2457616.5,18.03,,Kast
SN2016esw,II P,IIP,0.02831,2457641.7,2457616.5,18.03,,Kast
SN2016esw,II P,IIP,0.02831,2457655.7,2457616.5,18.03,,Kast
SN2016esw,II P,IIP,0.02831,2457695.7,2457616.5,18.03,,Kast
SN2016esw,II P,IIP,0.02831,2457726.6,2457616.5,18.03,,Kast
SN2016eub,II,IIP,0.044,2457609.5,2457605.5,19.49,,ESO-NTT - EFOSC2-NTT
SN2016exv,IIb,IIb-H,0.021218,2457612.5,2457660.5,21.81,,P60 - SED-Machine
SN2016fee,II,IIP,0.032,2457626.5,2457642.5,18.44,,Ekar - AFOSC
SN2016flq,Ic,Ic,0.06,2457661.5,2457657.5,19.26,,ESO-NTT - EFOSC2-NTT
SN2016fmt,II,IIP,0.03322,2457630.5,2457631.5,17.6,,BAO-2.16m - Phot-spec
SN2016fnb,II P,IIP,0.025019,2457630.5,2457628.5,19.01,,BAO-2.16m - Phot-spec
SN2016fqr,II,IIP,0.012192,2457640.0,2457637.5,18.21,,ALFOSC
SN2016frp,Ib,Ib,0.027,2457640.0,2457627.5,18.5,,Phot-spec
SN2016fxu,Ic,Ic,0.016,2457638.5,2457627.5,20.44,,SALT - RSS
SN2016gft,II,IIP,0.018406,2457650.5,2457713.5,18.02,,ESO-NTT - EFOSC2-NTT
SN2016gfu,II,IIP,0.027239,2457651.5,2457712.5,18.91,,ESO-NTT - EFOSC2-NTT
SN2016gfy,II,IIP,0.008,2457646.5,2457647.5,16.26,,NOT - ALFOSC
SN2016ggd,II,IIP,0.044744,2457653.5,2457638.5,18.3,,ESO-NTT - EFOSC2-NTT
SN2016ghi,Ic,Ic,0.042,2457654.5,2457644.5,18.64,,ESO-NTT - EFOSC2-NTT
SN2016gil,II,IIP,0.018,2457652.5,2457657.5,14.82,,LT - SPRAT
SN2016gkg,IIb,IIb-H,0.0049,2457652.5,2457652.5,15.18,,SALT - RSS
SN2016gkg,IIb,IIb-H,0.0049,2457670.0,2457652.5,15.18,,Goodman
SN2016glb,II,IIP,0.046,2457655.5,2457652.5,18.9,,ESO-NTT - EFOSC2-NTT
SN2016goj,II,IIP,0.039,2457662.5,2457653.5,17.72,,ESO-NTT - EFOSC2-NTT
SN2016gra,II,IIP,0.032,2457661.5,2457658.5,20.06,,ESO-NTT - EFOSC2-NTT
SN2016grk,II,IIP,0.016525,2457664.5,2457663.5,17.71,,ESO-NTT - EFOSC2-NTT
SN2016grp,II,IIP,0.019624,2457661.5,2457651.5,17.5,,ESO-NTT - EFOSC2-NTT
SN2016gsk,Ic,Ic,0.021,2457662.5,2457657.5,17.7,,ESO-NTT - EFOSC2-NTT
SN2016gtc,II,IIP,0.03,2457662.5,2457658.5,18.7,,ESO-NTT - EFOSC2-NTT
SN2016gyt,II,IIP,0.026,2457670.5,2457667.5,16.8,,NOT - ALFOSC
SN2016hbb,II,IIP,0.013323,2457671.5,2457684.5,17.66,,FTN - FLOYDS-N
SN2016hbd,II P,IIP,0.022,2457673.5,2457669.5,17.44,,NOT - ALFOSC
SN2016hfb,II,IIP,0.026,2457680.5,2457672.5,18.45,,SALT - RSS
SN2016hfw,II,IIP,0.035,2457682.5,2457673.5,19.6,,ESO-NTT - EFOSC2-NTT
SN2016hgf,IIn,IIn,0.017179,2457684.5,2457677.5,17.87,,BAO-2.16m - Cassegrain
SN2016hgm,II,IIP,0.0078,2457680.0,2457681.5,16.4,,EFOSC2-NTT
SN2016hvu,II P,IIP,0.01852,2457700.0,2457776.5,17.53,,YFOSC
SN2016hwn,II,IIP,0.021451,2457700.0,2457707.5,15.87,,SPRAT
SN2016iae,Ic,Ic,0.003468,2457704.5,2457716.5,14.99,,LJT - YFOSC
SN2016iae,Ic,Ic,0.003468,2457710.0,2457716.5,14.99,,RSS
SN2016iaf,IIn,IIn,0.063,2457710.5,2457769.5,17.25,,ESO-NTT - EFOSC2-NTT
SN2016ieq,IIn,IIn,0.066,2457710.0,2457840.5,17.82,,ALFOSC
SN2016iyd,II,IIP,0.0351,2457742.5,2457740.5,16.4,,ESO-NTT - EFOSC2-NTT
