name,type,z,hostz,specjd,maxjd,phase,fname,flag,instrument,ntype,deljd_r,deljd_g,deljd
iPTF15cvw,Ia,0.096,,2457282.5,2457272.5,10.0,../ML_spectra/spectra/iPTF15cvw_20150917_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15cyo,Ia,0.02963,,2457282.5,2457281.5,1.0,../ML_spectra/spectra/iPTF15cyo_20150917_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15cys,Ia,0.05,,2457282.5,2457281.5,1.0,../ML_spectra/spectra/iPTF15cys_20150917_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15czf,II,0.04,,2457333.5,2457281.5,52.0,../ML_spectra/spectra/iPTF15czf_20151107_Keck.ascii,3,Keck2 - DEIMOS,IIP,,,
iPTF15czg,Ia,0.197,,2457285.5,2457273.5,12.0,../ML_spectra/spectra/iPTF15czg_20150920_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15czu,Ia,0.17,,2457285.5,2457283.5,2.0,../ML_spectra/spectra/iPTF15czu_20150920_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15daa,Ia,0.17,,2457285.5,2457277.5,8.0,../ML_spectra/spectra/iPTF15daa_20150920_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15dab,Ia,0.15,,2457285.5,2457283.5,2.0,../ML_spectra/spectra/iPTF15dab_20150920_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15dac,Ia,0.13,,2457285.5,2457278.5,7.0,../ML_spectra/spectra/iPTF15dac_20150920_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15dar,Ia,0.16,,2457285.5,2457281.5,4.0,../ML_spectra/spectra/iPTF15dar_20150920_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15dff,II,0.066,,2457333.5,2457296.5,37.0,../ML_spectra/spectra/iPTF15dff_20151107_Keck.ascii,3,Keck2 - DEIMOS,IIP,,,
iPTF15dfs,Ia,0.137,,2457308.5,2457297.5,11.0,../ML_spectra/spectra/iPTF15dfs_20151013_Keck.ascii,3,Keck1 - LRIS,Ia,,,
iPTF15dgu,Ia,0.1334,,2457313.5,2457297.5,16.0,../ML_spectra/spectra/iPTF15dgu_20151018_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dhn,Ia,0.15,,2457307.5,2457305.5,2.0,../ML_spectra/spectra/iPTF15dhn_20151012_Gemi.ascii,3,Gemini-N - GMOS,Ia,,,
iPTF15dht,Ia,0.0842,,2457313.5,2457304.5,9.0,../ML_spectra/spectra/iPTF15dht_20151018_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dhx,II,0.0923,,2457333.5,2457305.5,28.0,../ML_spectra/spectra/iPTF15dhx_20151107_Keck.ascii,3,Keck2 - DEIMOS,IIP,,,
iPTF15dik,Ia,0.137,,2457308.5,2457305.5,3.0,../ML_spectra/spectra/iPTF15dik_20151013_Keck.ascii,3,Keck1 - LRIS,Ia,,,
iPTF15dmk,II,0.065,,2457333.5,2457317.5,16.0,../ML_spectra/spectra/iPTF15dmk_20151107_Keck.ascii,3,Keck2 - DEIMOS,IIP,,,
iPTF15dnt,Ia,0.0371,,2457333.5,2457324.5,9.0,../ML_spectra/spectra/iPTF15dnt_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15doh,Ia,0.059,,2457333.5,2457324.5,9.0,../ML_spectra/spectra/iPTF15doh_20151107_FTN .ascii,3,FTN - FLOYDS-N,Ia,,,
iPTF15doo,Ia,0.09,,2457333.5,2457316.5,17.0,../ML_spectra/spectra/iPTF15doo_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dqf,Ia,0.07,,2457333.5,2457326.5,7.0,../ML_spectra/spectra/iPTF15dqf_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dql,Ia,0.13,,2457333.5,2457331.5,2.0,../ML_spectra/spectra/iPTF15dql_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dqr,Ia,0.13,,2457333.5,2457327.5,6.0,../ML_spectra/spectra/iPTF15dqr_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dqv,Ia,0.08,,2457333.5,2457331.5,2.0,../ML_spectra/spectra/iPTF15dqv_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dqz,Ia,0.15,,2457333.5,2457331.5,2.0,../ML_spectra/spectra/iPTF15dqz_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15drk,Ia,0.03,,2457333.5,2457331.5,2.0,../ML_spectra/spectra/iPTF15drk_20151107_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
iPTF15dsf,Ia,0.073,,2457337.5,2457333.5,4.0,../ML_spectra/spectra/iPTF15dsf_20151111_Keck.ascii,3,Keck1 - LRIS,Ia,,,
iPTF15dul,Ia,0.063,,2457363.5,2457338.5,25.0,../ML_spectra/spectra/iPTF15dul_20151207_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15erb,Ia,0.114,,2457363.5,2457390.5,-27.0,../ML_spectra/spectra/iPTF15erb_20151207_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15fd,Ia,0.096,,2457066.5,2457046.5,20.0,../ML_spectra/spectra/iPTF15fd_20150213_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15go,Ia,0.03,,2457055.5,2457067.5,-12.0,../ML_spectra/spectra/iPTF15go_20150202_FTN .ascii,3,FTN - FLOYDS-N,Ia,,,
iPTF15ht,Ia,0.195,,2457066.5,2457061.5,5.0,../ML_spectra/spectra/iPTF15ht_20150213_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15ic,Ia,0.18,,2457066.5,2457062.5,4.0,../ML_spectra/spectra/iPTF15ic_20150213_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15id,Ia,0.043,,2457063.5,2457062.5,1.0,../ML_spectra/spectra/iPTF15id_20150210_NOT .ascii,3,NOT - ALFOSC,Ia,,,
iPTF15iy,Ia,0.168251,,2457066.5,2457063.5,3.0,../ML_spectra/spectra/iPTF15iy_20150213_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15jq,Ia,0.06,,2457071.5,2457064.5,7.0,../ML_spectra/spectra/iPTF15jq_20150218_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15li,Ia,0.14,,2457079.5,2457067.5,12.0,../ML_spectra/spectra/iPTF15li_20150226_NOT .ascii,3,NOT - ALFOSC,Ia,,,
iPTF15lp,Ia,0.0488,,2457070.5,2457146.5,-76.0,../ML_spectra/spectra/iPTF15lp_20150217_FTN .ascii,3,FTN - FLOYDS-N,Ia,,,
iPTF15nu,Ia,0.12405,,2457082.5,2457082.5,0.0,../ML_spectra/spectra/iPTF15nu_20150301_NOT .ascii,3,NOT - ALFOSC,Ia,,,
iPTF15th,Ia,0.11,,2457101.5,2457088.5,13.0,../ML_spectra/spectra/iPTF15th_20150320_FTS .ascii,3,FTS - FLOYDS-S,Ia,,,
iPTF15uo,Ia,0.11,,2457104.5,2457092.5,12.0,../ML_spectra/spectra/iPTF15uo_20150323_Keck.ascii,3,Keck1 - LRIS,Ia,,,
iPTF15vo,II,0.052,,2457108.5,2457093.5,15.0,../ML_spectra/spectra/iPTF15vo_20150327_P200.ascii,3,P200 - DBSP,IIP,,,
iPTF15wb,Ia,0.03,,2457097.5,2457096.5,1.0,../ML_spectra/spectra/iPTF15wb_20150316_Gemi.ascii,3,Gemini-N - GMOS,Ia,,,
iPTF15wh,Ia,0.14,,2457108.5,2457096.5,12.0,../ML_spectra/spectra/iPTF15wh_20150327_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15wk,Ia,0.23,,2457108.5,2457096.5,12.0,../ML_spectra/spectra/iPTF15wk_20150327_P200.ascii,3,P200 - DBSP,Ia,,,
iPTF15zr,Ia,0.19,,2457108.5,2457101.5,7.0,../ML_spectra/spectra/iPTF15zr_20150327_P200.ascii,3,P200 - DBSP,Ia,,,
ASASSN-13ch,Ia,0.01646,,2456533.5,2456536.5,-3.0,../ML_spectra/spectra/ASASSN-13ch_20130829_ESO-.ascii,3,ESO-NTT - EFOSC2-NTT,Ia,,,
ASASSN-13co,II,0.023063,,2456554.5,2456539.5,15.0,../ML_spectra/spectra/ASASSN-13co_20130919_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-13dd,Ia,0.012549,,2456599.5,2456565.5,34.0,../ML_spectra/spectra/ASASSN-13dd_20131103_Keck.ascii,3,Keck2 - DEIMOS,Ia,,,
ASASSN-14ar,Ia-91bg,0.02298,,2456777.7,2456774.5,3.20000000018626,../ML_spectra/spectra/ASASSN-14ar_20140430_Kast.ascii,3,Kast,Ia-91bg,,,
ASASSN-14az,IIb,0.006731,,2456807.5,2456917.5,-110.0,../ML_spectra/spectra/ASASSN-14az_20140530_Ekar.ascii,3,Ekar - AFOSC,IIb-H,,,
ASASSN-14bb,Ia,0.022,,2456801.5,2456798.5,3.0,../ML_spectra/spectra/ASASSN-14bb_20140524_P200.ascii,3,P200 - DBSP,Ia,,,
ASASSN-14dz,Ia,0.022202,,2456854.5,2456850.5,4.0,../ML_spectra/spectra/ASASSN-14dz_20140716_Ekar.ascii,3,Ekar - AFOSC,Ia,,,
ASASSN-14ew,Ia,0.019597,,2456910.5,2456881.5,29.0,../ML_spectra/spectra/ASASSN-14ew_20140910_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14fo,Ia,0.024,,2456910.5,2456885.5,25.0,../ML_spectra/spectra/ASASSN-14fo_20140910_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14fw,Ia,0.027169,,2456910.5,2456918.5,-8.0,../ML_spectra/spectra/ASASSN-14fw_20140910_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14ha,II,0.005017,,2456933.5,2456914.5,19.0,../ML_spectra/spectra/ASASSN-14ha_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456933.5,2456914.5,19.0,../ML_spectra/spectra/ASASSN-14ha_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456939.5,2456914.5,25.0,../ML_spectra/spectra/ASASSN-14ha_20141009_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456939.5,2456914.5,25.0,../ML_spectra/spectra/ASASSN-14ha_20141009_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456948.5,2456914.5,34.0,../ML_spectra/spectra/ASASSN-14ha_20141018_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456948.5,2456914.5,34.0,../ML_spectra/spectra/ASASSN-14ha_20141018_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456957.5,2456914.5,43.0,../ML_spectra/spectra/ASASSN-14ha_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456957.5,2456914.5,43.0,../ML_spectra/spectra/ASASSN-14ha_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456967.5,2456914.5,53.0,../ML_spectra/spectra/ASASSN-14ha_20141106_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14ha,II,0.005017,,2456967.5,2456914.5,53.0,../ML_spectra/spectra/ASASSN-14ha_20141106_ANU .ascii,3,"ANU 2,3m - WiFeS",IIP,,,
ASASSN-14hr,Ia,0.03362,,2456933.5,2456924.5,9.0,../ML_spectra/spectra/ASASSN-14hr_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456933.5,2456935.5,-2.0,../ML_spectra/spectra/ASASSN-14hu_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456933.5,2456935.5,-2.0,../ML_spectra/spectra/ASASSN-14hu_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456939.5,2456935.5,4.0,../ML_spectra/spectra/ASASSN-14hu_20141009_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456939.5,2456935.5,4.0,../ML_spectra/spectra/ASASSN-14hu_20141009_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456948.5,2456935.5,13.0,../ML_spectra/spectra/ASASSN-14hu_20141018_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456948.5,2456935.5,13.0,../ML_spectra/spectra/ASASSN-14hu_20141018_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456957.5,2456935.5,22.0,../ML_spectra/spectra/ASASSN-14hu_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456957.5,2456935.5,22.0,../ML_spectra/spectra/ASASSN-14hu_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456967.5,2456935.5,32.0,../ML_spectra/spectra/ASASSN-14hu_20141106_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14hu,Ia,0.015,,2456967.5,2456935.5,32.0,../ML_spectra/spectra/ASASSN-14hu_20141106_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14ig,Ia,0.029,,2456933.5,2456920.5,13.0,../ML_spectra/spectra/ASASSN-14ig_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14ih,Ia,0.033466,,2456933.5,2456918.5,15.0,../ML_spectra/spectra/ASASSN-14ih_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14ii,Ia,0.0308,,2456933.5,2456921.5,12.0,../ML_spectra/spectra/ASASSN-14ii_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14il,IIn,0.021989,,2456933.5,2456944.5,-11.0,../ML_spectra/spectra/ASASSN-14il_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456933.5,2456944.5,-11.0,../ML_spectra/spectra/ASASSN-14il_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456933.5,2456944.5,-11.0,../ML_spectra/spectra/ASASSN-14il_20141003_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456939.5,2456944.5,-5.0,../ML_spectra/spectra/ASASSN-14il_20141009_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456939.5,2456944.5,-5.0,../ML_spectra/spectra/ASASSN-14il_20141009_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456948.5,2456944.5,4.0,../ML_spectra/spectra/ASASSN-14il_20141018_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456948.5,2456944.5,4.0,../ML_spectra/spectra/ASASSN-14il_20141018_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456957.5,2456944.5,13.0,../ML_spectra/spectra/ASASSN-14il_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14il,IIn,0.021989,,2456957.5,2456944.5,13.0,../ML_spectra/spectra/ASASSN-14il_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",IIn,,,
ASASSN-14jc,Ia,0.011325,,2456957.5,2456959.5,-2.0,../ML_spectra/spectra/ASASSN-14jc_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14jc,Ia,0.011325,,2456957.5,2456959.5,-2.0,../ML_spectra/spectra/ASASSN-14jc_20141027_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14jc,Ia,0.011325,,2456967.5,2456959.5,8.0,../ML_spectra/spectra/ASASSN-14jc_20141106_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14jc,Ia,0.011325,,2456967.5,2456959.5,8.0,../ML_spectra/spectra/ASASSN-14jc_20141106_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14jg,Ia,0.014827,,2456967.5,2456965.5,2.0,../ML_spectra/spectra/ASASSN-14jg_20141106_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14jh,II,0.017533,,2456961.5,2456933.5,28.0,../ML_spectra/spectra/ASASSN-14jh_20141031_Ekar.ascii,3,Ekar - AFOSC,IIP,,,
ASASSN-14kd,Ia,0.026,,2456975.5,2456983.5,-8.0,../ML_spectra/spectra/ASASSN-14kd_20141114_ESO-.ascii,3,ESO-NTT - EFOSC2-NTT,Ia,,,
ASASSN-14kq,Ia,0.0336,,2456987.5,2457002.5,-15.0,../ML_spectra/spectra/ASASSN-14kq_20141126_ANU .ascii,3,"ANU 2,3m - WiFeS",Ia,,,
ASASSN-14lp,Ia,0.005101,,2457001.5,2457014.5,-13.0,../ML_spectra/spectra/ASASSN-14lp_20141210_MDM-.ascii,3,MDM-2.4 - modspec,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457003.5,2457014.5,-11.0,../ML_spectra/spectra/ASASSN-14lp_20141212_APO .ascii,3,APO 3.5m - DIS,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457003.5,2457014.5,-11.0,../ML_spectra/spectra/ASASSN-14lp_20141212_MDM-.ascii,3,MDM-2.4 - modspec,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457005.5,2457014.5,-9.0,../ML_spectra/spectra/ASASSN-14lp_20141214_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457006.5,2457014.5,-8.0,../ML_spectra/spectra/ASASSN-14lp_20141215_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457006.5,2457014.5,-8.0,../ML_spectra/spectra/ASASSN-14lp_20141215_MDM-.ascii,3,MDM-2.4 - modspec,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457006.6021,2457014.5,-7.89790000021458,../ML_spectra/spectra/ASASSN-14lp_20141215_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457006.66112,2457014.5,-7.83888000017032,../ML_spectra/spectra/ASASSN-14lp_20141215_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457006.67307,2457014.5,-7.82692999998108,../ML_spectra/spectra/ASASSN-14lp_20141215_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457006.678195,2457014.5,-7.82180499983951,../ML_spectra/spectra/ASASSN-14lp_20141215_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457007.5,2457014.5,-7.0,../ML_spectra/spectra/ASASSN-14lp_20141216_MDM-.ascii,3,MDM-2.4 - modspec,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457009.38167,2457014.5,-5.11832999996841,../ML_spectra/spectra/ASASSN-14lp_20141217_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457009.394375,2457014.5,-5.10562499985099,../ML_spectra/spectra/ASASSN-14lp_20141217_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457009.398925,2457014.5,-5.10107500012964,../ML_spectra/spectra/ASASSN-14lp_20141217_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457010.5,2457014.5,-4.0,../ML_spectra/spectra/ASASSN-14lp_20141219_HST .ascii,3,HST - STIS,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457010.5,2457014.5,-4.0,../ML_spectra/spectra/ASASSN-14lp_20141219_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457011.305585,2457014.5,-3.19441499980167,../ML_spectra/spectra/ASASSN-14lp_20141219_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457011.318285,2457014.5,-3.18171499995515,../ML_spectra/spectra/ASASSN-14lp_20141219_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457011.322835,2457014.5,-3.17716499976814,../ML_spectra/spectra/ASASSN-14lp_20141219_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457011.5,2457014.5,-3.0,../ML_spectra/spectra/ASASSN-14lp_20141220_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457012.5,2457014.5,-2.0,../ML_spectra/spectra/ASASSN-14lp_20141221_MDM-.ascii,3,MDM-2.4 - OSMOS,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457014.357015,2457014.5,-0.142984999809414,../ML_spectra/spectra/ASASSN-14lp_20141222_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457014.369465,2457014.5,-0.130535000003874,../ML_spectra/spectra/ASASSN-14lp_20141222_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457014.373435,2457014.5,-0.126565000042319,../ML_spectra/spectra/ASASSN-14lp_20141222_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457016.147895,2457014.5,1.64789499994367,../ML_spectra/spectra/ASASSN-14lp_20141224_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457016.160345,2457014.5,1.66034500021487,../ML_spectra/spectra/ASASSN-14lp_20141224_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457016.164315,2457014.5,1.66431500017643,../ML_spectra/spectra/ASASSN-14lp_20141224_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457018.137615,2457014.5,3.63761499989778,../ML_spectra/spectra/ASASSN-14lp_20141226_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457018.15007,2457014.5,3.65006999997422,../ML_spectra/spectra/ASASSN-14lp_20141226_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457018.15404,2457014.5,3.65403999993578,../ML_spectra/spectra/ASASSN-14lp_20141226_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457020.922915,2457014.5,6.42291500000283,../ML_spectra/spectra/ASASSN-14lp_20141229_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457020.93537,2457014.5,6.43537000007927,../ML_spectra/spectra/ASASSN-14lp_20141229_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457020.93934,2457014.5,6.43934000004083,../ML_spectra/spectra/ASASSN-14lp_20141229_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457023.907095,2457014.5,9.40709500014782,../ML_spectra/spectra/ASASSN-14lp_20150101_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457023.919545,2457014.5,9.41954499995336,../ML_spectra/spectra/ASASSN-14lp_20150101_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457023.923515,2457014.5,9.42351499991491,../ML_spectra/spectra/ASASSN-14lp_20150101_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457026.5,2457014.5,12.0,../ML_spectra/spectra/ASASSN-14lp_20150104_Mage.ascii,3,Magellan-Baade - IMACS,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457026.82499,2457014.5,12.3249900001101,../ML_spectra/spectra/ASASSN-14lp_20150104_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457026.837445,2457014.5,12.3374450001866,../ML_spectra/spectra/ASASSN-14lp_20150104_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457026.841415,2457014.5,12.3414150001481,../ML_spectra/spectra/ASASSN-14lp_20150104_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457033.79628,2457014.5,19.2962799998932,../ML_spectra/spectra/ASASSN-14lp_20150111_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457033.85603,2457014.5,19.3560299999081,../ML_spectra/spectra/ASASSN-14lp_20150111_STIS.ascii,3,STIS/NUV-MAMA,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457033.868055,2457014.5,19.3680549999699,../ML_spectra/spectra/ASASSN-14lp_20150111_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457033.87242,2457014.5,19.3724199999124,../ML_spectra/spectra/ASASSN-14lp_20150111_STIS.ascii,3,STIS/CCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457043.5,2457014.5,29.0,../ML_spectra/spectra/ASASSN-14lp_20150121_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457043.5,2457014.5,29.0,../ML_spectra/spectra/ASASSN-14lp_20150121_LBT .ascii,3,LBT - MODS1,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457047.5,2457014.5,33.0,../ML_spectra/spectra/ASASSN-14lp_20150125_LCO-.ascii,3,LCO-duPont - WFCCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457063.5,2457014.5,49.0,../ML_spectra/spectra/ASASSN-14lp_20150210_MDM-.ascii,3,MDM-2.4 - OSMOS,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457067.5,2457014.5,53.0,../ML_spectra/spectra/ASASSN-14lp_20150214_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457069.5,2457014.5,55.0,../ML_spectra/spectra/ASASSN-14lp_20150216_LBT .ascii,3,LBT - MODS1,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457070.5,2457014.5,56.0,../ML_spectra/spectra/ASASSN-14lp_20150217_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457077.5,2457014.5,63.0,../ML_spectra/spectra/ASASSN-14lp_20150224_LCO-.ascii,3,LCO-duPont - WFCCD,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457091.5,2457014.5,77.0,../ML_spectra/spectra/ASASSN-14lp_20150310_MDM-.ascii,3,MDM-2.4 - OSMOS,Ia,,,
ASASSN-14lp,Ia,0.005101,,2457097.5,2457014.5,83.0,../ML_spectra/spectra/ASASSN-14lp_20150316_FLWO.ascii,3,FLWO 1.5m - FAST,Ia,,,
